Note,"Commission regulations permit non-US-based NVOCCs to be licensed or unlicensed (See 46 CFR 515.11, 46 CFR 515.21, also Ocean Transportation Intermediary FAQs available on the Commission website under the FAQ and Notices button). On this listing, unlicensed non-US-based NVOCCs are designated with ** in the License No. field. Licensed non-US-based NVOCCs are included in this list with their license number in the License No. field."
Federal Maritime Commission,
Ocean Transportation Intermediaries (OTI) List,
Org. No.,Lic. No.,Renewal,NAME,Principal Address,Trade Name(s),Street Address 1,Street Address 2,City,State,Zip Code \ Postal Code,Country,Phone,China Bond Rider Effective Date,Latitude,Longitude
020395,020395,5/31/2025 12:00:00 AM,AMAX CORPORATION,"218 WEST GARVEY AVENUE SUITE I MONTEREY PARK, CA 91754 UNITED STATES",AMAX GLOBAL LOGISTICS,218 WEST GARVEY AVENUE,SUITE I,MONTEREY PARK,CA,91754,UNITED STATES,(626) 288-8138,,34.06239,-118.1248
027948,027948,8/31/2024 12:00:00 AM,AMAXX SHIPPING INC,"18039 CRENSHAW BLVD SUITE 206 TORRANCE, CA 90504 UNITED STATES",N/A,18039 CRENSHAW BLVD,SUITE 206,TORRANCE,CA,90504,UNITED STATES,(424) 363-6888,,33.87082,-118.3295
023041,023041,1/31/2024 12:00:00 AM,AMC TRANSPORTATION INC.,"20955 PATHFINDER ROAD SUITE 230 DIAMOND BAR, CA 91765 UNITED STATES",N/A,20955 PATHFINDER ROAD,SUITE 230,DIAMOND BAR,CA,91765,UNITED STATES,(833) 326-2872,12/20/2016 12:00:00 AM,34.14998,-118.0451
018477,018477,7/31/2025 12:00:00 AM,"AMERASIA LINE, INC.","3625 DEL AMO BLVD. SUITE 275 TORRANCE, CA 90503 UNITED STATES",N/A,3625 DEL AMO BLVD.,SUITE 275,TORRANCE,CA,90503,UNITED STATES,(310) 370-0161,,33.8498,-118.3039
024563,024563,3/31/2024 12:00:00 AM,AMERASIA SHIPPING LOGISTICS U.S.,"2750 OREGON COURT UNIT M5 AND M6 TORRANCE, CA 90503 UNITED STATES",N/A,2750 OREGON COURT,UNIT M5 AND M6,TORRANCE,CA,90503,UNITED STATES,(714) 721-4396,,33.94353,-118.053
002844,016366,6/30/2024 12:00:00 AM,"AMERICA PACIFIC CONTAINER LINE, INC.","4425 ATLANTIC AVENUE SUITE A-14 LONG BEACH, CA 90807 UNITED STATES",N/A,4425 ATLANTIC AVENUE,SUITE A-14,LONG BEACH,CA,90807,UNITED STATES,(562) 428-8856,,33.83071,-118.1809
027707,027707,7/31/2025 12:00:00 AM,AMERICAN CARGO INC.,"8641 JENNRICH AVENUE WESTMINSTER, CA 92683 UNITED STATES",N/A,8641 JENNRICH AVENUE,,WESTMINSTER,CA,92683,UNITED STATES,(626) 322-8941,,33.75275,-117.9913
024455,024455,5/31/2024 12:00:00 AM,"AMERICAN CARGOCARE, INC.","1558 S. ANAHEIM BLVD SUITE E ANAHEIM, CA 92805 UNITED STATES",N/A,1558 S. ANAHEIM BLVD,SUITE E,ANAHEIM,CA,92805,UNITED STATES,(310) 844-7869,8/30/2013 12:00:00 AM,33.87537,-118.0822
022862,022862,2/28/2024 12:00:00 AM,"AMERICAN CARGOSERVICE, INC.","7886 CONVOY COURT SAN DIEGO, CA 92111 UNITED STATES",N/A,7886 CONVOY COURT,,SAN DIEGO,CA,92111,UNITED STATES,(858) 565-4125,,32.83475,-117.1507
012404,012404,4/30/2025 12:00:00 AM,"AMERICAN COMMERCIAL TRANSPORT, INC.","526 NORTH RODEO DRIVE BEVERLY HILLS, CA 90210 UNITED STATES",N/A,526 NORTH RODEO DRIVE,,BEVERLY HILLS,CA,90210,UNITED STATES,(310) 352-6402,,34.07346,-118.4071
019767,019767,7/31/2024 12:00:00 AM,"AMERICAN FREIGHT LOGISTICS, INC.","17733 ROWLAND STREET CITY OF INDUSTRY, CA 91748 UNITED STATES",N/A,17733 ROWLAND STREET,,CITY OF INDUSTRY,CA,91748,UNITED STATES,(626) 965-0188,2/28/2013 12:00:00 AM,34.00183,-117.9173
024664,024664,4/30/2024 12:00:00 AM,"AMERICAN GENERAL LOGISTICS, INC.","100 N CITRUS AVE STE 615 WEST COVINA, CA 91791 UNITED STATES",N/A,100 N CITRUS AVE STE 615,,WEST COVINA,CA,91791,UNITED STATES,626-616-3529,,34.08176,-117.927
021481,021481,1/31/2025 12:00:00 AM,AMERICAN INTERNATIONAL SHIPPING,"1811 WEST KATELLA AVENUE SUITE 121 ANAHEIM, CA 92804 UNITED STATES",N/A,1811 WEST KATELLA AVENUE,SUITE 121,ANAHEIM,CA,92804,UNITED STATES,(714) 533-1122,,33.80372,-117.9464
027368,027368,8/31/2024 12:00:00 AM,AMERICAN OCEAN MARINETIME INC.,"17870 CASTLETON ROAD STE 306 CITY OF INDUSTRY, CA 91748 UNITED STATES",N/A,17870 CASTLETON ROAD,STE 306,CITY OF INDUSTRY,CA,91748,UNITED STATES,6262410082,,33.98178,-117.8969
014409,004225,5/31/2023 12:00:00 AM,AMERICAN PACIFIC CARGO INC.,"880 MITTEN ROAD SUITE 110 BURLINGAME, CA 94010 UNITED STATES",N/A,880 MITTEN ROAD,SUITE 110,BURLINGAME,CA,94010,UNITED STATES,(650) 259-8383,6/30/2009 12:00:00 AM,37.60049,-122.3746
021898,021898,8/31/2022 12:00:00 AM,"AMERICAN PATRIOT LINES, INC.","793 OAKCREST AVENUE BREA, CA 92821 UNITED STATES",TIER ONE LOGISTICS,793 OAKCREST AVENUE,,BREA,CA,92821,UNITED STATES,(201) 944-8737,3/12/2013 12:00:00 AM,33.95919,-118.3912
030324,030324,4/30/2023 12:00:00 AM,AMGUSA INC.,"4246 BEULAH DR LA CANADA FLINTRIDGE, CA 91011 UNITED STATES",N/A,4246 BEULAH DR,,LA CANADA FLINTRIDGE,CA,91011,UNITED STATES,(818) 640-1575,,34.20928,-118.199
019113,019113,3/31/2023 12:00:00 AM,"AMOY INTERNATIONAL, LLC","2005 RAYMER AVE  UNIT H FULLERTON, CA 92833 UNITED STATES","AMOY LINE, VMS LINES",2005 RAYMER AVE ,UNIT H,FULLERTON,CA,92833,UNITED STATES,(626) 855-3077,11/23/2012 12:00:00 AM,34.03807,-117.9846
024925,024925,5/31/2023 12:00:00 AM,"AMP SHIPPING INTERNATIONAL, LLC  ","2436 ANDREO AVENUE TORRANCE, CA 90501 UNITED STATES",N/A,2436 ANDREO AVENUE,,TORRANCE,CA,90501,UNITED STATES,(310) 940-4899,,33.82682,-118.3118
025262,025262,2/28/2024 12:00:00 AM,"AMPAC FREIGHT SYSTEM, INC","19549 ALANA ROAD CASTRO VALLEY, CA 94549 UNITED STATES",N/A,19549 ALANA ROAD,,CASTRO VALLEY,CA,94549,UNITED STATES,(510) 785-1888,,37.89611,-122.1119
016389,016389,9/30/2022 12:00:00 AM,AMPAC SHIPPING INC.,"10507 VALLEY BLVD. SUITE 520 EL MONTE, CA 91731 UNITED STATES",N/A,10507 VALLEY BLVD.,SUITE 520,EL MONTE,CA,91731,UNITED STATES,(626) 448-6638,,34.0824,-118.0511
012328,012328,8/31/2023 12:00:00 AM,"AMZ INTERNATIONAL SHIPPING CO., INC.","223 LAWRENCE AVENUE SOUTH SAN FRANCISCO, CA 94080 UNITED STATES",N/A,223 LAWRENCE AVENUE,,SOUTH SAN FRANCISCO,CA,94080,UNITED STATES,(650) 589-6816,,37.65017,-122.3967
027607,027607,7/31/2022 12:00:00 AM,ANC - USA BRANCH LLC,"8568 STANTON AVENUE BUENA PARK, CA 90620 UNITED STATES",N/A,8568 STANTON AVENUE,,BUENA PARK,CA,90620,UNITED STATES,(657) 212-2827,,33.84061,-118.0114
025165,025165,5/31/2024 12:00:00 AM,ANCHOR GROUP INC,"411 E. HUNTINGTON DRIVE SUITE 107-586 ARCADIA, CA 91006 UNITED STATES",N/A,411 E. HUNTINGTON DRIVE,SUITE 107-586,ARCADIA,CA,91006,UNITED STATES,(626) 965-5188,,34.13239,-118.0264
019743,019743,3/31/2024 12:00:00 AM,"ANDA PACIFIC, INC.","440 EAST HUNTINGTON DRIVE SUITE 300 ARCADIA, CA 91006 UNITED STATES",N/A,440 EAST HUNTINGTON DRIVE,SUITE 300,ARCADIA,CA,91006,UNITED STATES,(626) 254-8700,,34.07976,-117.9966
017910,017910,10/31/2023 12:00:00 AM,ANNEX GLOBAL LOGISTICS INC.,"18300 SOUTH WILMINGTON AVENUE SUITE 150 RANCHO DOMINGUEZ, CA 90220 UNITED STATES",N/A,18300 SOUTH WILMINGTON AVENUE,SUITE 150,RANCHO DOMINGUEZ,CA,90220,UNITED STATES,(310) 670-2328,,33.86546,-118.2347
028268,028268,8/31/2024 12:00:00 AM,"ANX SHIPPING, LLC","223 W. ROSECRANS AVENUE GARDENA, CA 90248 UNITED STATES",N/A,223 W. ROSECRANS AVENUE,,GARDENA,CA,90248,UNITED STATES,(310) 341-6857,,33.87451,-118.2893
027843,018648,8/31/2024 12:00:00 AM,AO & AOC FREIGHT CORPORATION,"419-421 N. OAK STREET INGLEWOOD, CA 90302 UNITED STATES",N/A,419-421 N. OAK STREET,,INGLEWOOD,CA,90302,UNITED STATES,(310) 419-8833,,33.97449,-118.3548
021349,021349,9/30/2024 12:00:00 AM,AO CONTAINER LINES INC.,"421 NORTH OAK STREET INGLEWOOD, CA 90302 UNITED STATES",N/A,421 NORTH OAK STREET,,INGLEWOOD,CA,90302,UNITED STATES,(310) 671-2688,,33.96773,-118.3669
028047,028047,7/31/2024 12:00:00 AM,"AO LOGISTICS REC, INC.","2634 RIDGE ROAD SAN PABLO, CA 94806 UNITED STATES",N/A,2634 RIDGE ROAD,,SAN PABLO,CA,94806,UNITED STATES,(510) 237-8608,,37.97237,-122.3369
016721,016721,1/31/2023 12:00:00 AM,"AP SHIPPING, INC.","19401 SOUTH MAIN STREET SUITE 302 GARDENA, CA 90248 UNITED STATES",N/A,19401 SOUTH MAIN STREET,SUITE 302,GARDENA,CA,90248,UNITED STATES,(310) 523-3803,,33.8547,-118.2797
023627,023627,7/31/2023 12:00:00 AM,"APECS LOGISTICS, INC.","7151 LINCOLN AVENUE SUITE F BUENA PARK, CA 90620 UNITED STATES",SMART LOGISTICS NETWORKS,7151 LINCOLN AVENUE,SUITE F,BUENA PARK,CA,90620,UNITED STATES,(714) 220-1125,3/25/2014 12:00:00 AM,33.83255,-118.0081
019449,019449,9/30/2024 12:00:00 AM,APEX LOGISTICS INTERNATIONAL INC.,"18554 S. SUSANA ROAD RANCHO DOMINGUEZ, CA 90221 UNITED STATES",N/A,18554 S. SUSANA ROAD,,RANCHO DOMINGUEZ,CA,90221,UNITED STATES,(310) 665-2218,,33.87292,-118.2077
019018,019018,8/31/2023 12:00:00 AM,"APEX MARITIME CO. (LAX), INC.","565 BREA CANYON ROAD SUITE D WALNUT, CA 91789 UNITED STATES",KERRY APEX (LAX),565 BREA CANYON ROAD,SUITE D,WALNUT,CA,91789,UNITED STATES,(909) 594-8828,7/7/2016 12:00:00 AM,34.00951,-117.8463
008937,003338,8/31/2023 12:00:00 AM,"APEX MARITIME CO., INC.","577 AIRPORT BLVD SUITE 800 BURLINGAME, CA 94010 UNITED STATES","KERRY APEX (SFO), APEX SHIPPING COMPANY",577 AIRPORT BLVD,SUITE 800,BURLINGAME,CA,94010,UNITED STATES,(650) 589-2575,12/1/2016 12:00:00 AM,37.64637,-122.3988
026739,026739,9/30/2023 12:00:00 AM,"APPROVED HOLDINGS, LLC","14777 DON JULIAN ROAD CITY OF INDUSTRY, CA 91746 UNITED STATES",APPROVED,14777 DON JULIAN ROAD,,CITY OF INDUSTRY,CA,91746,UNITED STATES,(800) 533-4826,,34.05096,-117.98
028912,028912,2/28/2023 12:00:00 AM,APX GLOBAL LLC,"12438 AMESBURY CIR WHITTIER, CA 90602 UNITED STATES",N/A,12438 AMESBURY CIR,,WHITTIER,CA,90602,UNITED STATES,(213) 304-0300,,33.96931,-118.0337
020553,020553,3/31/2024 12:00:00 AM,"AQUALINE INTERNATIONAL, INC.","11612 KNOTT STREET UNIT G13 GARDEN GROVE, CA 92841 UNITED STATES",N/A,11612 KNOTT STREET,UNIT G13,GARDEN GROVE,CA,92841,UNITED STATES,(714) 889-6577,,33.78721,-118.0275
018046,018046,6/30/2024 12:00:00 AM,"ARC AIR LOGISTICS, INC.","1950 EAST 220TH STREET SUITE 201 LONG BEACH, CA 90810 UNITED STATES",N/A,1950 EAST 220TH STREET,SUITE 201,LONG BEACH,CA,90810,UNITED STATES,(310) 549-3778,,33.81099,-118.215
025176,025176,6/30/2025 12:00:00 AM,"ARCA WORLD LOGISTICS, LLC","111 W. OCEAN BLVD STE 400 LONG BEACH, CA 90802 UNITED STATES",N/A,111 W. OCEAN BLVD,STE 400,LONG BEACH,CA,90802,UNITED STATES,5623437600,,33.77055,-118.182
027072,025039,9/30/2023 12:00:00 AM,"ARCBEST INTERNATIONAL, INC.","18301 VON KARMAN SUITE 460 IRVINE, CA 92612 UNITED STATES",N/A,18301 VON KARMAN,SUITE 460,IRVINE,CA,92612,UNITED STATES,3304179699,1/29/2018 12:00:00 AM,33.6611,-117.8271
030395,030395,5/31/2025 12:00:00 AM,ARCH GLOBAL LOGISTICS USA LLC,"10737 PALM BLVD UNIT 1 LOS ANGELES, CA 90034 UNITED STATES",N/A,10737 PALM BLVD,UNIT 1,LOS ANGELES,CA,90034,UNITED STATES,(310) 766-8799,,34.02898,-118.4005
025547,025547,7/31/2024 12:00:00 AM,ARES INTERNATIONAL LOGISTICS INC.,"731 S. GARFIELD AVENUE SUITE 2B ALHAMBRA, CA 91801 UNITED STATES",N/A,731 S. GARFIELD AVENUE,SUITE 2B,ALHAMBRA,CA,91801,UNITED STATES,(626) 281-9666,,34.09143,-118.1293
021709,021709,9/30/2022 12:00:00 AM,"ARGOS FREIGHT, INC.","9480 TELSTAR AVENUE SUITE 207 EL MONTE, CA 91731 UNITED STATES",AGILITY FREIGHT INC,9480 TELSTAR AVENUE,SUITE 207,EL MONTE,CA,91731,UNITED STATES,(626) 572-8488,,34.06877,-118.0627
022391,022391,1/31/2025 12:00:00 AM,ARIANA WORLDWIDE MARITIME INC.,"131 EAST GARDENA BLVD. GARDENA, CA 90248 UNITED STATES",N/A,131 EAST GARDENA BLVD.,,GARDENA,CA,90248,UNITED STATES,(310) 593-9606,,33.88258,-118.2744
029011,029011,1/31/2023 12:00:00 AM,ARISEA LLC,"17128 COLIMA RD, SUITE #521 HACIENDA HEIGHTS, CA 91745 UNITED STATES",N/A,"17128 COLIMA RD, SUITE #521",,HACIENDA HEIGHTS,CA,91745,UNITED STATES,(626) 365-6655,,33.99774,-117.9652
030472,028205,5/31/2025 12:00:00 AM,ARK GLOBAL LOGISTICS INC,"17326 EDWARDS ROAD STE A207 CERRITOS, CA 90703 UNITED STATES",N/A,17326 EDWARDS ROAD,STE A207,CERRITOS,CA,90703,UNITED STATES,(858) 925-3359,,33.85833,-118.0639
029505,029505,5/31/2025 12:00:00 AM,ARK WORLDWIDE LOGISTICS L.L.C.,"225 S LAKE AVENUE PASADENA, CA 91101 UNITED STATES",N/A,225 S LAKE AVENUE,,PASADENA,CA,91101,UNITED STATES,(814) 441-1895,,34.14676,-118.1391
024129,024129,9/30/2023 12:00:00 AM,ARMADA AVS CORP,"709 E. WALNUT STREET CARSON, CA 90746 UNITED STATES",N/A,709 E. WALNUT STREET,,CARSON,CA,90746,UNITED STATES,(310) 225-3411,,33.87607,-118.2631
023650,023650,10/31/2024 12:00:00 AM,AROCEAN LOGISTICS INC.,"15348 ILLINOIS AVENUE PARAMOUNT, CA 90723 UNITED STATES",N/A,15348 ILLINOIS AVENUE,,PARAMOUNT,CA,90723,UNITED STATES,(626) 863-6394,,33.94734,-118.0489
023551,023551,1/31/2024 12:00:00 AM,ARRIVAL LOGISTICS INC.,"20955 PATHFINDER ROAD SUITE 336 DIAMOND BAR, CA 91765 UNITED STATES",N/A,20955 PATHFINDER ROAD,SUITE 336,DIAMOND BAR,CA,91765,UNITED STATES,(909) 869-7228,8/23/2013 12:00:00 AM,33.9846,-117.8473
022294,022294,4/30/2025 12:00:00 AM,"ARROW SPEED LINE, INC.","355 S. LEMON AVE, SUITE # L WALNUT, CA 91789 UNITED STATES",N/A,"355 S. LEMON AVE, SUITE # L",,WALNUT,CA,91789,UNITED STATES,626-401-1102,,34.007,-117.9404
009701,9701,1/31/2025 12:00:00 AM,ASIANA EXPRESS CORP.,"1415 TORRANCE BLVD. TORRANCE, CA 90501 UNITED STATES",N/A,1415 TORRANCE BLVD.,,TORRANCE,CA,90501,UNITED STATES,(310) 320-1144,,33.84255,-118.302
027851,027851,1/31/2024 12:00:00 AM,"ASIANA RESOURCES, INC.","1501 RIO VISTA AVENUE LOS ANGELES, CA 90023 UNITED STATES",N/A,1501 RIO VISTA AVENUE,,LOS ANGELES,CA,90023,UNITED STATES,(323) 881-3213,,34.02448,-118.1975
028528,028528,8/31/2023 12:00:00 AM,ASIS LOGISTICS LLC,"63 TRIANA IRVINE, CA 92618 UNITED STATES",N/A,63 TRIANA,,IRVINE,CA,92618,UNITED STATES,(949) 612-9702,,33.6671,-117.7415
023496,023496,6/30/2025 12:00:00 AM,"ASO LOGISTICS, INC","289 EAST REDONDO BEACH BLVD. GARDENA, CA 90248 UNITED STATES",N/A,289 EAST REDONDO BEACH BLVD.,,GARDENA,CA,90248,UNITED STATES,(310) 538-3003,9/15/2015 12:00:00 AM,33.89309,-118.2718
027852,027852,2/28/2024 12:00:00 AM,ASPIRE WORLDWIDE INC,"17800 CASTLETON STREET SUITE 550 CITY OF INDUSTRY, CA 91748 UNITED STATES",N/A,17800 CASTLETON STREET,SUITE 550,CITY OF INDUSTRY,CA,91748,UNITED STATES,(626) 410-3500,,33.98178,-117.8969
018983,018983,3/31/2025 12:00:00 AM,ATA LOGISTICS INC.,"1505 WEST WALNUT PKWY. COMPTON, CA 90220 UNITED STATES",N/A,1505 WEST WALNUT PKWY.,,COMPTON,CA,90220,UNITED STATES,(424) 360-1118,,33.89305,-118.2729
019991,019991,1/31/2025 12:00:00 AM,"ATC LOGISTICS, INC.","14350 GARFIELD AVENUE UNIT 800 PARAMOUNT, CA 90723 UNITED STATES",N/A,14350 GARFIELD AVENUE,UNIT 800,PARAMOUNT,CA,90723,UNITED STATES,3106675411,2/17/2014 12:00:00 AM,33.90236,-118.1666
028225,028225,5/31/2024 12:00:00 AM,ATD SYSTEMS INC,"21115 LYCOMING ST WALNUT, CA 91789 UNITED STATES",N/A,21115 LYCOMING ST,,WALNUT,CA,91789,UNITED STATES,(626) 242-8911,,34.01662,-117.8578
023497,023497,7/31/2025 12:00:00 AM,"ATLAS AIR FREIGHT SYSTEM, INC.","16927 S MAIN ST UNIT A GARDENA, CA 90248 UNITED STATES",KENNY INTERNATIONAL USA,16927 S MAIN ST,UNIT A,GARDENA,CA,90248,UNITED STATES,(310) 515-5005,,33.89202,-118.2729
013227,013227,7/31/2023 12:00:00 AM,ATLAS SHIPPERS INTERNATIONAL,"1011 EAST EDNA PLACE COVINA, CA 91724 UNITED STATES",N/A,1011 EAST EDNA PLACE,,COVINA,CA,91724,UNITED STATES,626- 858-9662,,34.0932,-117.8698
013622,013622,2/28/2023 12:00:00 AM,"ATOM EXPRESS, INC.","16212 S. MAPLE AVENUE GARDENA, CA 90248 UNITED STATES",N/A,16212 S. MAPLE AVENUE,,GARDENA,CA,90248,UNITED STATES,(310) 523-5050,,33.88451,-118.2692
027604,027604,4/30/2025 12:00:00 AM,"ATP LOGIX, INC.","18039 CRENSHAW BLVD. SUITE 207 TORRANCE, CA 90504 UNITED STATES",N/A,18039 CRENSHAW BLVD.,SUITE 207,TORRANCE,CA,90504,UNITED STATES,(424) 340-2080,,33.87082,-118.3295
010652,010652,2/28/2024 12:00:00 AM,"AUTO SHIPPING INTERNATIONAL, INC.","10581 DAVIT AVE GARDEN GROVE, CA 92843 UNITED STATES",N/A,10581 DAVIT AVE,,GARDEN GROVE,CA,92843,UNITED STATES,(310) 900-1475,,33.88669,-118.2164
029228,029228,8/31/2023 12:00:00 AM,AVAIL LOGISTICS,"1411 ASHPORT ST. POMONA, CA 91768 UNITED STATES",N/A,1411 ASHPORT ST.,,POMONA,CA,91768,UNITED STATES,(909) 485-8600,,34.06617,-117.7763
021976,021976,6/30/2025 12:00:00 AM,AVANTI TRANSPORT SERVICES INCORPORATED,"6060 W. MANCHESTER AVENUE SUITE 100 LOS ANGELES, CA 90045 UNITED STATES",N/A,6060 W. MANCHESTER AVENUE,SUITE 100,LOS ANGELES,CA,90045,UNITED STATES,(310) 491-0500,,33.95952,-118.3907
022899,022899,9/30/2022 12:00:00 AM,AVENUE 8 GROUP INC,"5175 COMMERCE DRIVE BALDWIN PARK, CA 91706 UNITED STATES",AVENUE INTERNATIONAL,5175 COMMERCE DRIVE,,BALDWIN PARK,CA,91706,UNITED STATES,(800) 320-7589,,34.05576,-118.1474
026211,026211,1/31/2023 12:00:00 AM,"AVICO LOGISTIC SERVICES, INC","22030 VENTURA BLVD. SUITE F WOODLAND HILLS, CA 91364 UNITED STATES",N/A,22030 VENTURA BLVD.,SUITE F,WOODLAND HILLS,CA,91364,UNITED STATES,(323) 454-8100,,34.15565,-118.6
017712,017712,2/28/2023 12:00:00 AM,"AWELL LOGISTICS GROUP, INC.","315 HARBOR WAY  SUITE A SOUTH SAN FRANCISCO, CA 94080 UNITED STATES",N/A,315 HARBOR WAY ,SUITE A,SOUTH SAN FRANCISCO,CA,94080,UNITED STATES,(415) 859-5706,,37.71742,-122.4988
024888,024888,8/31/2025 12:00:00 AM,"AZ EXPRESS FREIGHT, INC.","2910 INLAND EMPIRE BLVD. STE 112 ONTARIO, CA 91764 UNITED STATES",N/A,2910 INLAND EMPIRE BLVD.,STE 112,ONTARIO,CA,91764,UNITED STATES,(626) 252-5551,3/31/2015 12:00:00 AM,34.07631,-117.6254
024124,024124,4/30/2023 12:00:00 AM,AZ FREIGHT INTERNATIONAL INC.,"125 VINELAND AVENUE CITY OF INDUSTRY, CA 91746 UNITED STATES",RDD FREIGHT INT'L (LAX) INC.,125 VINELAND AVENUE,,CITY OF INDUSTRY,CA,91746,UNITED STATES,(626) 810-0700,,33.99715,-117.9045
023176,023176,6/30/2022 12:00:00 AM,B.Y. INTERNATIONAL INC.,"710 EPPERSON DR CITY OF INDUSTRY, CA 91748 UNITED STATES",N/A,710 EPPERSON DR,,CITY OF INDUSTRY,CA,91748,UNITED STATES,(562) 926-0888,6/4/2018 12:00:00 AM,34.12744,-117.5472
023843,023843,3/31/2024 12:00:00 AM,B2B GLOBAL LOGISTICS INCORPORATED,"4617 S ALAMEDA ST VERNON, CA 90058 UNITED STATES",N/A,4617 S ALAMEDA ST,,VERNON,CA,90058,UNITED STATES,(310) 513-0707,,33.84848,-118.2228
023196,023196,6/30/2022 12:00:00 AM,"BAHAGHARI HOLDINGS, INC.","426 N. BARRANCA AVENUE SUITE 1 COVINA, CA 91723 UNITED STATES","BAHAGHARI EXPRESS CARGO, DL LAWIN CARGO",426 N. BARRANCA AVENUE,SUITE 1,COVINA,CA,91723,UNITED STATES,(888) 655-2946,,34.08986,-117.8809
027410,027410,10/31/2023 12:00:00 AM,BAMA GLOBAL LOGISTICS INC.,"21671 GATEWAY CENTER DRIVE #206 DIAMOND BAR, CA 91765 UNITED STATES",N/A,21671 GATEWAY CENTER DRIVE,#206,DIAMOND BAR,CA,91765,UNITED STATES,(909) 709-6428,,34.00658,-117.8098
023543,023543,3/31/2024 12:00:00 AM,"BANDAI LOGIPAL AMERICA, INC.","3104 EAST ANA STREET RANCHO DOMINGUEZ, CA 90221 UNITED STATES",N/A,3104 EAST ANA STREET,,RANCHO DOMINGUEZ,CA,90221,UNITED STATES,(310) 894-4600,,33.80383,-118.0357
018519,018519,9/30/2023 12:00:00 AM,BA-SHI YUEXIN LOGISTICS DEVELOPMENT CO. LTD.,"2225 W. COMMONWEALTH AVENUE SUITE 308 ALHAMBRA, CA 91803 UNITED STATES",BUS LOGISTICS,2225 W. COMMONWEALTH AVENUE,SUITE 308,ALHAMBRA,CA,91803,UNITED STATES,(626) 389-3788,7/11/2017 12:00:00 AM,34.08841,-118.1505
016738,016738,8/31/2023 12:00:00 AM,"BAY LOGISTICS, INC.","1677 ATLANTIC COURT UNION CITY, CA 94587 UNITED STATES",N/A,1677 ATLANTIC COURT,,UNION CITY,CA,94587,UNITED STATES,(650) 737-0117,,37.60221,-122.0444
017493,017493,3/31/2025 12:00:00 AM,BAYANIHAN CARGO INTERNATIONAL INC.,"925 LINDEN AVENUE UNIT D SOUTH SAN FRANCISCO, CA 94080 UNITED STATES",N/A,925 LINDEN AVENUE,UNIT D,SOUTH SAN FRANCISCO,CA,94080,UNITED STATES,(650) 583-2611,,37.65382,-122.4347
019752,019752,2/28/2024 12:00:00 AM,"BBC FREIGHT LINE, INC.","13936 VALLEY BLVD SUITE A LA PUENTE, CA 91746 UNITED STATES",ABC DEPOT LOGISTICS,13936 VALLEY BLVD,SUITE A,LA PUENTE,CA,91746,UNITED STATES,8007190737,11/23/2012 12:00:00 AM,34.00702,-117.9404
023575,023575,5/31/2025 12:00:00 AM,"BDJ FREIGHT, INC.","3 POINTE DRIVE SUITE 204 BREA, CA 92821 UNITED STATES",PROFOUND FREIGHT INC,3 POINTE DRIVE,SUITE 204,BREA,CA,92821,UNITED STATES,(714) 673-3366,,33.92355,-117.8727
026185,026185,5/31/2025 12:00:00 AM,"BEE IMAGINE LOGISTICS, INC.","4850 AZUSA CANYON ROAD IRWINDALE, CA 91706 UNITED STATES",N/A,4850 AZUSA CANYON ROAD,,IRWINDALE,CA,91706,UNITED STATES,(310) 407-9219,,34.08424,-117.9695
025988,025988,8/31/2025 12:00:00 AM,"BEE SOLUTION NETWORK, INC.","2050 E. 49TH STREET VERNON, CA 90058 UNITED STATES",N/A,2050 E. 49TH STREET,,VERNON,CA,90058,UNITED STATES,(310) 679-1789,,33.99734,-118.2354
019016,019016,6/30/2023 12:00:00 AM,"BEST INTERNATIONAL SHIPPING, INC.","4817 W.CARSON STREET TORRANCE, CA 90503 UNITED STATES",N/A,4817 W.CARSON STREET,,TORRANCE,CA,90503,UNITED STATES,(310) 792-3861,,33.83129,-118.3545
027669,027669,9/30/2024 12:00:00 AM,BEST SKYOCEAN LOGISTICS INC,"9440 TELSTAR AVE STE 5 EL MONTE, CA 91731 UNITED STATES",N/A,9440 TELSTAR AVE,STE 5,EL MONTE,CA,91731,UNITED STATES,(626) 780-1511,,34.07914,-118.0371
022947,022947,7/31/2024 12:00:00 AM,"BESTOCEAN WORLDWIDE LOGISTICS, INC.","4411 SCHAEFER AVENUE CHINO, CA 91710 UNITED STATES",N/A,4411 SCHAEFER AVENUE,,CHINO,CA,91710,UNITED STATES,(909) 219-8000,7/26/2017 12:00:00 AM,34.01253,-117.6844
018326,018326,6/30/2023 12:00:00 AM,BESTWAY LOGISTICS INC.,"3191 WEST TEMPLE AVENUE SUITE 185 POMONA, CA 91768 UNITED STATES",N/A,3191 WEST TEMPLE AVENUE,SUITE 185,POMONA,CA,91768,UNITED STATES,(909) 468-0127,,34.03179,-117.8084
009368,004447,7/31/2024 12:00:00 AM,"BESTWAY SHIPPING, INC.","19500 SOUTH RANCHO WAY SUITE 103 RANCHO DOMINGUEZ, CA 90220 UNITED STATES",N/A,19500 SOUTH RANCHO WAY,SUITE 103,RANCHO DOMINGUEZ,CA,90220,UNITED STATES,(310) 604-1099,,33.84151,-118.2544
017057,017057,7/31/2024 12:00:00 AM,"BGI WORLDWIDE LOGISTICS, INC.","2453 LEWIS AVENUE SIGNAL HILL, CA 90755 UNITED STATES",N/A,2453 LEWIS AVENUE,,SIGNAL HILL,CA,90755,UNITED STATES,(562) 597-5671,,33.80156,-118.1799
